0,1,2,3,4,5,6,7,8,9,10,11,12,13
58,0,169982,2,10,1,0,3,1,2,0,0,40,1
40,1,224910,4,9,3,8,4,1,1,0,0,40,1
78,1,182977,4,9,4,3,4,5,1,2964,0,40,1
36,6,194630,4,9,4,5,4,1,1,0,0,40,1
46,6,102628,11,14,4,13,6,1,2,0,0,40,1
58,6,109567,14,16,1,6,3,1,2,0,0,1,1
55,1,325007,6,12,1,1,3,1,2,0,0,25,1
19,1,262601,4,9,3,3,2,1,1,0,0,14,1
30,1,189620,1,13,3,6,2,1,1,0,0,40,18
38,6,343642,4,9,1,6,1,1,1,0,0,40,1
59,1,226922,4,9,2,4,6,1,1,0,1762,30,1
71,2,494223,2,10,4,4,6,5,2,0,1816,2,1
32,1,186824,4,9,3,8,6,1,2,0,0,40,1
32,0,293936,9,4,6,0,4,1,2,0,0,40,0
44,1,198282,1,13,1,5,3,1,2,15024,0,60,1
20,0,119156,2,10,3,0,2,1,2,0,0,20,1
27,1,163127,7,11,1,9,1,1,1,0,0,35,1
38,1,79619,1,13,1,4,3,1,2,0,0,42,1
48,3,138370,11,14,6,4,4,2,2,0,0,50,8
63,0,231777,11,14,1,0,3,1,2,0,0,30,1
45,1,433665,9,4,4,3,6,1,1,0,0,40,21
24,1,96279,4,9,3,8,2,1,1,0,0,40,1
